($ in millions)
**Foreign**
**Currency**
**Purchase**,,,,**Translation**
**Balance at**,,**Goodwill**,,**Price**,,,,**and Other**,,**Balance at**
**Segment**,"**January 1, 2025**",,,**Additions**,,**Adjustments**,,**Divestitures**,**Adjustments(1)**,,"**December 31, 2025**"
Software,$,"47,136",$,"5,004",$,<br>(8),$,<br>—,$,<br>855,$,"52,987"
Consulting,,"9,206",,908,,10,,—,,217,,"10,341"
Infrastructure,,"4,363",,—,,0,,0,,26,,"4,389"
Other,,—,,—,,—,,—,,—,,—
**Total**,$,"60,706",$,"5,912",$,<br>1,$,<br>0,$,"<br>1,098",$,"67,717"
