**Nonpension Postretirement Benefit Plans**
**U.S. Plan**<br>**Non-U.S. Plans**<br>**2025**<br>**2024**<br>**2023**<br>**2025**<br>**2024**<br>**2023**
**Weighted-average assumptions used to measure net periodic**<br>**cost for theyear ended December 31**
Discount rate,5.30 %<br>5.00 %<br>5.30 %<br>8.21 %<br>7.66 %<br>7.25 %
Expected long-term returns onplan assets,N/A<br>N/A<br>N/A<br>8.25 %<br>8.12 %<br>8.05 %
Interest creditingrate,4.30 %<br>3.80 %<br>4.40 %<br>N/A<br>N/A<br>N/A
**Weighted-average assumptions used to measure benefit**<br>**obligations at December 31**
Discount rate,4.80 %<br>5.30 %<br>5.00 %<br>9.01 %<br>8.21 %<br>7.66 %
Interest creditingrate,4.10 %<br>4.30 %<br>3.80 %<br>N/A<br>N/A<br>N/A
