**Cash Flow and Liquidity Trends**
($ in billions)
**2025**,,**2024**,,**2023**
Net cash from operatingactivities(1),$,13.2,$,13.4,$,13.9
"Cash and cash equivalents, restricted cash and short-term marketable securities",$,14.5,$,14.8,$,13.5
Committedglobal credit facilities(2),$,10.0,$,10.0,$,10.0
