**Plant and Other Property–Net(1)**
($ in millions)
**At December 31:**,,**2025**,,**2024**,,**2023**
United States,$,"4,097",$,"4,009",$,"3,466"
Other countries,,"1,797",,"1,717",,"2,027"
**Total**,$,"5,894",$,"5,726",$,"5,492"
