**Defined Benefit Pension Plans**
**U.S. Plans**<br>**Non-U.S. Plans**<br>**2025**<br>**2024**<br>**2023**<br>**2025**<br>**2024**<br>**2023**
**Weighted-average assumptions used to measure net periodic**<br>**(income)/cost for theyear ended December 31**
Discount rate(1) (2),5.50 %<br>5.00 %<br>5.30 %<br>3.61 %<br>3.37 %<br>3.80 %
Expected long-term returns onplan assets(1) (2),5.50 %<br>5.08 %<br>5.50 %<br>4.86 %<br>4.89 %<br>4.44 %
Rate of compensation increase(3),4.00 %<br>5.00 %<br>N/A<br>4.04 %<br>4.18 %<br>4.00 %
Interest creditingrate(1),4.30 %<br>3.80 %<br>4.40 %<br>0.32 %<br>0.28 %<br>0.34 %
**Weighted-average assumptions used to measure benefit**<br>**obligations at December 31**
Discount rate,5.20 %<br>5.50 %<br>5.00 %<br>4.05 %<br>3.61 %<br>3.36 %
Rate of compensation increase,4.00 %<br>4.00 %<br>5.00 %<br>4.36 %<br>4.04 %<br>4.18 %
Interest creditingrate,4.10 %<br>4.30 %<br>3.80 %<br>0.29 %<br>0.32 %<br>0.28 %
