"At December 31, 2025:",Americas.Aaa - Baa3,EMEA.Ba1 - C  Aaa - Baa3,Asia Pacific.Ba1 - C Aaa - Baa3 Ba1 - C,Asia Pacific.
Vintage year,,,,
2025,,,,"$ 3,979 $ 644 $ 2,223 $ 501 $ 777 $ 93"
2024,"1,142 220 715 296 330 46",,,
2023,,,708 181 262 143 177,9
2022,,,237 27 118 74 126 17,
2021,73,4 42,8 25,1
2020 and prior,,15 49 15 41,5,4
Total,,"$ 6,153 $ 1,125 $ 3,376 $ 1,064 $ 1,440 $ 170",,
