Segment,"Balance at<br>January 1, 2024",Goodwill<br>Additions,Purchase<br>Price<br>Adjustments,Divestitures,Foreign<br>Currency<br>Translation<br>and Other<br>Adjustments (1),"Balance at<br>December 31, 2024"
----------------,-------------------------------,-----------------------,----------------------------------,--------------,--------------------------------------------------------------------,---------------------------------
Software,"\$<br>46,447","\$<br>1,511",\$<br>(51),\$<br>—,\$<br>(770),"\$<br>47,136"
Consulting,"8,883",469,(3),(1),(142),"9,206"
Infrastructure,"4,384",8,(1),—,(28),"4,363"
Other (2),464,—,—,(464),—,—
Total,"\$<br>60,178","\$<br>1,987",\$<br>(55),\$<br>(465),\$<br>(940),"\$<br>60,706"
