For the year ended December 31:,2025,2024,Yrto-Yr.<br>Percent/<br>Margin<br>Change
---------------------------------,-------------,-------------,------------------------------------------
Consulting,,,
Gross profit,"\$<br>5,921","\$<br>5,589",5.9 %
Gross profit margin,28.1 %,27.0 %,1.1 pts.
Segment profit,"\$<br>2,464","\$<br>2,054",20.0 %
Segment profit margin,11.7 %,9.9 %,1.8 pts.
