($inmillions),,,,,,
,,2025,,,2024,
,,,Weighted-Average,,,Weighted-Average
AtDecember31:,,Amount,InterestRate,,Amount,InterestRate
Fixed-rate debt,$,"54004
,","35%
.",$,"47712
,","33%
."
Floating-rate debt (1),,"7255
,","50%
.",,"7231
,","56%
."
Total,$,"61259
,",,$,"54943
,",
