($inmillions),,,,,
,,,,,Yr.-to-Yr.
,,,,,Percent/
,,,,,Margin
FortheyearendedDecember31:,,2025,,2024,Change
Consulting,,,,,
Grossprofit,$,"5921
,",$,"5589
,","59%
."
Grossprofitmargin,,"281%
.",,"270%
.",1 .1 pts.
Segmentprofit,$,"2464
,",$,"2054
,","200%
."
Segmentprofitmargin,,"117%
.",,"99%
.",1 .8 pts.
