($inmillions),,,,
AtDecember31:,,2025,,2024
Amortizedcost,$,"15193
,",$,"11738
,"
Specificallowanceforcreditlosses,,88,,99
Unallocatedallowanceforcreditlosses,,53,,29
Totalallowanceforcreditlosses,,141,,128
Netfinancingreceivables,$,"15052
,",$,"11611
,"
Allowanceforcreditlossescoverage,,"09%
.",,"11%
."
