($inmillions),,,,
FortheyearendedDecember31:,,2025,,2024
Netcashprovidedby/(usedin),,,,
Operatingactivities,$,"13193
,",$,"13445
,"
Investingactivities,,"(10302)
,",,"(4937)
,"
Financingactivities,,"(3829)
,",,"(7079)
,"
"Effect of exchange rate changes on cash , cash equivalents and restricted cash",,418,,(359)
"Net change in cash cash equivalents and restricted cash
,",$,(520),$,"1071
,"
