,,,,,,Yr.-to-Yr.
,,,,,Yr.-to-Yr.,PercentChange
,,,,,Percent,Adjustedfor
FortheyearendedDecember31:,,2025,,2024 (1),Change,Currency
Consultingrevenue,$,"21055
,",$,"20692
,","18%
.","04%
."
StrategyandTechnology,$,"11537
,",$,"11488
,","04%
.","(10)%
."
IntelligentOperations,,"9518
,",,"9204
,","34
.","22
."
