($inmillions),,,,
AtDecember31:,,2025,,2024
Clientfinancingreceivables(1),$,"13192
,",$,"10294
,"
Commercial financing receivables (1) (2),$,"2992
,",$,"2216
,"
FinancingSegmentDebt(3),$,"15093
,",$,"12116
,"
Equity,$,"1678
,",$,"1346
,"
