($inmillions),,,,,
,,,,,Yr.-to-Yr.
,,,,,Percent/
,,,,,Margin
FortheyearendedDecember31:,,2025,,2024,Change
Software,,,,,
Grossprofit,$,"25011
,",$,"22658
,","104%
."
Grossprofitmargin,,"835%
.",,"837%
.",(0 .2) pts.
Segmentprofit,$,"9920
,",$,"8684
,","142%
."
Segmentprofitmargin,,"331%
.",,"321%
.",1 .0 pts.
