($inmillions),,,,,
,,,,,Yr.-to-Yr.
,,,,,Percent/
,,,,,Margin
FortheyearendedDecember31:,,2025,,2024,Change
Infrastructure,,,,,
Grossprofit,$,"9216
,",$,"7819
,","179%
."
Grossprofitmargin,,"586%
.",,"558%
.",2 .9 pts.
Segmentprofit,$,"3458
,",$,"2450
,","412%
."
Segmentprofitmargin,,"220%
.",,"175%
.",4 .5 pts.
