($inmillions),,,,
AtDecember31:,,2025,,2024
Notes and accounts receivable—trade (net of allowances of $99 in 2025 and $114 in 2024),$,"8112
,",$,"6804
,"
Contractassets(1),,482,,433
Deferredincome(current),,"16101
,",,"13907
,"
Deferredincome(noncurrent),,"4271
,",,"3622
,"
