($inmillions),,,,
AtDecember31:,,2025,,2024
Totaldebt,$,"61260
,",$,"54973
,"
Financingsegmentdebt(1),$,"15093
,",$,"12116
,"
Non-Financing debt,$,"46167
,",$,"42858
,"
