($inmillions),,,,,,
,,Qualified,Nonqualified,Qualified,Nonqualified,TotalExpected
,,"U .S Plan
.","U .S Plans
.","Non-U .S Plans
.","Non-U .S Plans
.",Benefit
,,Payments,Payments,Payments,Payments,Payments
2026,$,"1180 $
,",119 $,"2009 $
,",405 $,"3713
,"
2027,,"1210
,",116,"1938
,",371,"3635
,"
2028,,"1224
,",114,"1920
,",368,"3625
,"
2029,,"1227
,",111,"1906
,",363,"3608
,"
2030,,"1187
,",108,"1877
,",360,"3533
,"
2031-2035,,"5587
,",489,"8959
,","1629
,","16664
,"
