($inmillions),,,,,,
,,,,,,Yr.-to-Yr.
,,,,,Yr.-to-Yr.,PercentChange
,,,,,Percent,Adjustedfor
FortheyearendedDecember31:,,2024(1),,2023(1),Change,Currency
Softwarerevenue,$,"27085
,",$,"25011
,","83%
.","90%
."
HybridCloud,$,"6490
,",$,"5827
,","114%
.","120%
."
Automation,,"6558
,",,"6008
,","91
.","98
."
Data,,"5629
,",,"5461
,","31
.","36
."
TransactionProcessing,,"8408
,",,"7714
,","90
.","99
."
