($inmillions),,,,,,
,,2025,,,2024,
,,Benefit,Plan,,Benefit,Plan
AtDecember31:,,Obligation,Assets,,Obligation,Assets
PlanswithPBOinexcessofplanassets,$,"16493 $
,","9423
,",$,"16216 $
,","8811
,"
PlanswithABOinexcessofplanassets,,"16487
,","9417
,",,"16194
,","8789
,"
PlanswithplanassetsinexcessofPBO,,"27839
,","35383
,",,"26493
,","33985
,"
