($inmillions),,,,
AtDecember31:,,2025,,2024
Noncurrentassets,$,"114936
,",$,"102693
,"
Long-term debt,$,"54836
,",$,"49884
,"
Noncurrentliabilities(excludingdebt),$,"25645
,",$,"26756
,"
