($inmillions),,,,
AtDecember31:,,2025,,2024
Goodwillandintangibleassets,$,"3305
,",$,"3147
,"
GILTIdeferredtaxes,,"1606
,",,"1200
,"
Leases and right-of-use assets,,"1578
,",,"1483
,"
Depreciation,,548,,438
Retirementbenefits,,"1473
,",,"1478
,"
Undistributedforeignearnings,,321,,211
Hedging,,—,,448
Other,,620,,746
Grossdeferredtaxliabilities,$,"9450
,",$,"9151
,"
