($inmillions),,,,
AtDecember31:,,2025,,2024
Currentassets,$,"36944
,",$,"34482
,"
Currentliabilities,$,"38658
,",$,"33142
,"
Workingcapital,$,"(1714)
,",$,"1340
,"
Currentratio,,0 .96:1,,1 .04:1
