($inmillions),,,,,,
,,,,,,Yr.-to-Yr.
,,,,,Yr.-to-Yr.,PercentChange
,,,,,Percent,Adjustedfor
FortheyearendedDecember31:,,2025,,2024,Change,Currency
Revenue,$,737,$,713,"33%
.","25%
."
Segmentprofit(1),$,521,$,348,"496%
.",
Segmentprofitmargin,,"707%
.",,"488%
.",21 .9 pts.,
