($inmillions),,,,
AtDecember31:,,2025,,2024
Incometaxreserves,$,"5671
,",$,"6865
,"
Deferredtaxes,,781,,815
ExcessSavingsPlan,,"1545
,",,"1445
,"
Disabilitybenefits,,278,,274
Derivativeliabilities,,259,,463
Workforcereductions,,424,,445
Environmentalaccruals,,207,,204
Other,,645,,536
Total,$,"9810
,",$,"11048
,"
