,,30 Jun 25,,,,31Dec24,,
,Performing,assets,assets,,Performing,assets,assets,
In thousands of euros,Stage1,Stage2,Stage3,Total,Stage1,Stage2,Stage3,Total
Rating,,,,,,,,
from AAA to BBB- (Investment),"6820985
, ,","1031594
, ,",-,"7852579
, ,","8298773
, ,","534234
,",-,"8833007
, ,"
from BB+ to CCC (Speculative),"7511867
, ,","4642628
, ,",-,"12154495
, ,","7065450
, ,","4189944
, ,",-,"11255394
, ,"
Not applicable (1),145,40,-,184,"584961
,",-,-,"584961
,"
Doubtful,-,-,"878831
,","878831
,",-,-,"894001
,","894001
,"
Total,"14332996
, ,","5674262
, ,","878831
,","20886090
, ,","15949184
, ,","4724178
, ,","894001
,","21567362
, ,"
