_In thousands of euros_,**30 Jun 25**,**31 Dec 24**
**Level 1**<br>**Level 2**<br>**Level 3**<br>**Total**,**Level 1**<br>**Level 2**<br>**Level 3**<br>**Total**
**Assets/Liabilities**
Equity instruments at fair value through profit and loss<br>Debt securities that do not meet SPPI criteria<br>Financial assets recorded through equity<br>Hedging derivatives (Assets)<br>Financial liabilities at fair value through profit or loss<br>Hedging derivatives (Liabilities)<br>Derivatives,"-<br>-<br>1,737,065<br>**1,737,065**<br>772,431<br>-<br>1,078,770<br>**1,851,201**<br>2,622,660<br>-<br>811,946<br>**3,434,606**<br>-<br>2,586,028<br>-<br>**2,586,028**<br>-<br>90,875<br>4,395<br>**95,270**<br>-<br>4,159,400<br>-<br>**4,159,400**<br>-<br>274,020<br>6,644<br>**280,664**","-<br>-<br>1,878,196<br>**1,878,196**<br>1,638,364<br>-<br>1,189,366<br>**2,827,730**<br>1,422,216<br>-<br>851,653<br>**2,273,869**<br>-<br>3,341,422<br>-<br>**3,341,422**<br>-<br>476,042<br>5,581<br>**481,623**<br>-<br>3,662,740<br>-<br>**3,662,740**<br>-<br>27,020<br>6,837<br>**33,856**"
