_Inpercentage of ownership_,**30 Jun 25**<br>**31 Dec 24**
**Fully consolidated companies**
Soderag<br>Proparco<br>Sogefom<br>Fisea<br>Expertise France,100.00<br>100.00<br>85.21<br>85.21<br>58.69<br>58.69<br>100.00<br>100.00<br>100.00<br>100.00
**Companies accounted for by the equity**<br>**method**
Société Immobilière de Nouvelle Calédonie<br>Banque Socredo,50.00<br>50.00<br>35.00<br>35.00
