_In thousands of euros_,**30 Jun 25**<br>**30 Jun 24**
**Other administrative expenses**
Taxes<br>_of which application of IFRIC 21_<br>Outside services<br>Rebilled expenses,"(12,479)<br>(11,192)<br>_(6,285)_<br>_(4,736)_<br>(73,397)<br>(77,468)<br>(1,466)<br>697"
**Total**,"**(87,341)**<br>**(87,964)**"
