Inthousandsofeuros,30Jun25 30Jun24,
"Netincome
Corporatetax
Pre-tax income
Totaltheoreticalincometaxexpense(A)
Totalmatchingitems(B)
Netrecordedtaxexpense(A)+(B)","148511
,
(7874)
,
156385
,
14717
,
(22590)
,
(7874)
,","236284
,
(653)
236937
,
(7647)
,
6994
,
(653)"
