**30 Jun 25**<br>**31 Dec 24**
_In thousands of euros_,**Assets**<br>**Liabilities**<br>**Assets**<br>**Liabilities**
"Guarantees against collateral<br>Allocated public funds<br>Other assets and liabilities<br>Accountspayable,French State","2,198,579<br>395,291<br>1,651,850<br>468,011<br>94,813<br>-<br>87,110<br>1,268,401<br>2,193,374<br>1,256,112<br>2,303,476<br>360,946<br>-<br>471,697"
**Total accruals and other miscellaneous assets/liabilities**,"**3,466,979**<br>**3,044,424**<br>**2,907,962**<br>**3,330,294**"
