_In thousands of euros_,**30 Jun 25**,**31 Dec 24**
**Carrying**<br>**amounts**<br>**Fair value**,**Carrying**<br>**amounts**<br>**Fair value**
**Assets/Liabilities at amortised cost**
Debt securities at amortised cost<br>Financial assets at amortised cost<br>Financial liabilities at amortised cost<br>Subordinated debt,"4,031,971<br>4,004,966<br>53,009,695<br>50,879,705<br>54,396,791<br>53,499,568","3,148,432<br>3,111,967<br>53,772,227<br>52,245,580<br>53,477,032<br>52,628,410"
"987,897<br>987,897","842,617<br>842,617"
