"_In thousands of euros_<br>**Registered**<br>**office**<br>**Offices**<br>**Gross value**<br>At 1 January<br>110,489<br>16,592<br>New contract<br>-<br>-<br>Modification of contract<br>-<br>-<br>Other items<br>(690)<br>-<br>**At the end of the period**<br>**109,799**<br>**16,592**<br>**Depreciation/amortisation**<br>**(87,303)**<br>**(13,599)**<br>**Net value**<br>**22,496**<br>**2,993**",**30 Jun 25**<br>**31 Dec 24**
"127,081<br>113,468<br>-<br>-<br>-<br>-<br>(690)<br>13,613<br>**126,391**<br>**127,081**"
"**(100,902)**<br>**(91,982)**"
"**25,489**<br>**35,099**"
