_In thousands of euros_,**30 Jun 25**<br>**31 Dec 24**
**% of control**<br>**and vote held**<br>**by non-**<br>**controlling**<br>**interests**<br>**Share of net**<br>**income**<br>**Share of**<br>**equity**<br>**(including**<br>**income)**<br>**% of control**<br>**and vote held**<br>**by non-**<br>**controlling**<br>**interests**<br>**Share of net**<br>**income**<br>**Share of**<br>**equity**<br>**(including**<br>**income)**
Proparco<br>Other subsidiaries,"14.79%<br>(6,552)<br>185,766<br>14.79%<br>18,868<br>195,196<br>889<br>5,339<br>265<br>4,450"
**Total non-controlling interests**,"**(5,662)**<br>**191,105**<br>**19,133**<br>**199,646**"
**Total Group share**,"**154,174**<br>**9,531,780**<br>**343,612**<br>**9,422,346**"
