_In thousands of euros_<br>**Less than**<br>**3 months**<br>**From 3 months**<br>**to 1year**<br>**From 1 year to**<br>**5years**<br>**More than**<br>**5years**,**30 Jun 25**
**Maturity of debt securities in issue**
"Bonds<br>82,725<br>6,990,428<br>21,266,695<br>24,010,173<br>Interbank market securities<br>1,363,492<br>649,475<br>-<br>-","52,350,022<br>2,012,968"
"**Total**<br>**1,446,217**<br>**7,639,903**<br>**21,266,695**<br>**24,010,173**","**54,362,989**"
_In thousands of euros_<br>**Less than**<br>**3 months**<br>**From 3 months**<br>**to 1year**<br>**From 1 year to**<br>**5years**<br>**More than**<br>**5years**,**31 Dec 24**
**Maturity of debt securities in issue**
"Bonds<br>3,511,179<br>4,021,111<br>23,709,486<br>21,414,363<br>Interbank market securities<br>683,635<br>125,576<br>-<br>-","52,656,140<br>809,211"
"**Total**<br>**4,194,814**<br>**4,146,687**<br>**23,709,486**<br>**21,414,363**","**53,465,351**"
