_In thousands of euros_<br>**Net income**<br>Corporate tax<br>**Pre-tax income**<br>**Total theoretical income tax expense (A)**<br>**Total matching items (B)**<br>**Net recorded tax expense(A) +(B)**,**30 Jun 25**<br>**30 Jun 24**
"**148,511**<br>**236,284**<br>(7,874)<br>(653)<br>**156,385**<br>**236,937**<br>**14,717**<br>**(7,647)**<br>**(22,590)**<br>**6,994**<br>**(7,874)**<br>**(653)**"
