_In thousands of euros_<br>**EUR**<br>**USD**<br>**GBP**<br>**JPY**<br>**CHF**<br>**AUD**<br>**CNH**<br>**DOP**<br>**TRY**,**30 Jun 25**
**Debt securities in issue by currency**
"Bonds<br>39,680,502<br>10,525,670<br>1,362,514<br>85,650<br>107,861<br>238,377<br>180,004<br>20,799<br>148,644<br>Interbank market securities<br>2,012,968<br>-<br>-<br>-<br>-<br>-<br>-<br>-<br>-","52,350,022<br>2,012,968"
"**Total**<br>**41,693,470**<br>**10,525,670**<br>**1,362,514**<br>**85,650**<br>**107,861**<br>**238,377**<br>**180,004**<br>**20,799**<br>**148,644**","**54,362,989**"
_In thousands of euros_<br>**EUR**<br>**USD**<br>**GBP**<br>**JPY**<br>**CHF**<br>**AUD**<br>**CNH**<br>**DOP**<br>**TRY**,**31 Dec 24**
**Debt securities in issue by currency**
"Bonds<br>37,573,131<br>12,315,515<br>1,707,644<br>89,188<br>322,519<br>229,306<br>202,492<br>27,268<br>189,077<br>Interbank market securities<br>706,805<br>72,186<br>30,219<br>-<br>-<br>-<br>-<br>-<br>-","52,656,140<br>809,211"
"**Total**<br>**38,279,937**<br>**12,387,701**<br>**1,737,863**<br>**89,188**<br>**322,519**<br>**229,306**<br>**202,492**<br>**27,268**<br>**189,077**","**53,465,351**"
