**Note 6– Asset impairment**
_In thousands of euros_<br>**31 Dec 24**<br>**Provisions**<br>**Reversals**<br>**Foreign**<br>**exchange and**<br>**other items**,**30 Jun 25**
"**Credit institutions**<br>**(146,998)**<br>**(3,677)**<br>**24,568**<br>**3,142**<br>of which stage 1<br>(36,653)<br>(2,833)<br>4,074<br>of which stage 2<br>(44,810)<br>(780)<br>10,010<br>of which stage 3<br>(65,534)<br>(64)<br>10,484<br>3,142<br>**Credit to customers**<br>**(1,580,876)**<br>**(250,594)**<br>**62,869**<br>**15,134**<br>_of which calibration of the reserve account_<br>_(930,187)_<br>_(125,943)_<br>_8,352_<br>of which stage 1<br>(112,886)<br>(2,240)<br>11,236<br>of which stage 2<br>(406,212)<br>(124,821)<br>8,264<br>of which stage 3<br>(1,061,778)<br>(123,533)<br>43,370<br>15,134<br>**Bonds and other securities**<br>**(20,502)**<br>**(548)**<br>**4,222**<br>**603**<br>of which stage 1<br>(6,907)<br>(108)<br>1,782","**(122,965)**<br>(35,412)<br>(35,580)<br>(51,973)<br>**(1,753,467)**<br>(1,047,779)<br>(103,891)<br>(522,769)<br>(1,126,807)<br>**(16,224)**<br>(5,234)"
"of which stage 2<br>-<br>-<br>-<br>of which stage 3<br>(13,594)<br>(439)<br>2,440<br>603<br>**Other receivables**<br>**(13,133)**<br>**-**<br>**-**<br>**1,072**","-<br>(10,991)<br>**(12,061)**"
"**Total**<br>**(1,761,508)**<br>**(254,819)**<br>**91,659**<br>**19,952**","**(1,904,717)**"
