maturity.
_In thousands of euros_<br>**Less than**<br>**3 months**<br>**From 3 months**<br>**to 1year**<br>**From 1 year to**<br>**5years**<br>**More than**<br>**5years**,**30 Jun 25**
**Fair value hedging**
"Interest rate derivatives<br>222,776<br>2,439,008<br>18,732,059<br>46,962,718<br>Interest rate and foreign exchange derivatives (cross-<br>currencyswaps)<br>88,006<br>5,697,931<br>8,496,750<br>4,146,231","68,356,561<br>18,428,917"
"**Total**<br>**310,782**<br>**8,136,939**<br>**27,228,808**<br>**51,108,948**","**86,785,478**"
_In thousands of euros_<br>**Less than**<br>**3 months**<br>**From 3 months**<br>**to 1year**<br>**From 1 year to**<br>**5years**<br>**More than**<br>**5years**,**31 Dec 24**
**Fair value hedging**
"Interest rate derivatives<br>1,914,853<br>1,886,267<br>16,097,576<br>45,002,579<br>Interest rate and foreign exchange derivatives (cross-<br>currency swaps)<br>1,869,223<br>2,386,251<br>11,600,215<br>4,756,726","64,901,275<br>20,612,415"
"<br>**Total**<br>**3,784,077**<br>**4,272,518**<br>**27,697,791**<br>**49,759,304**","**85,513,690**"
