,,30 Jun 25,,,,31Dec24,,
,Performing,assets,assets,,Performing,assets,assets,
In thousands of euros,Stage1,Stage2,Stage3,Total,Stage1,Stage2,Stage3,Total
Rating,,,,,,,,
from AAA to BBB- (RC1 to RC2),"9305728
, ,","107022
,","19450
,","9432200
, ,","9178229
, ,","113255
,","21394
,","9312878
, ,"
"from BB+ to CCC (RC3 , RC4 , RC5)","15285773
, ,","4134847
, ,","407397
,","19828017
, ,","16507921
, ,","3304314
, ,","457352
,","20269587
, ,"
Not applicable (1),-,-,-,-,-,-,-,-
Doubtful (RC6),-,-,"1590353
, ,","1590353
, ,",-,-,"1587426
, ,","1587426
, ,"
Total,"24591501
, ,","4241869
, ,","2017200
, ,","30850569
, ,","25686150
, ,","3417569
, ,","2066172
, ,","31169891
, ,"
