_In thousands of euros_<br>**30 Jun 25**,**30 Jun 24**
"Subsidies<br>171,885<br>Other income(1)<br>246,513","151,344<br>260,988"
"**Total other income from other activities**<br>**418,398**","**412,332**"
"Other expenses(1)<br>(247,064)","(202,215)"
"**Total other expenses from other activities**<br>**(247,064)**","**(202,215)**"
(1) Other income and expenses mainly relate to the Expertise France activity.
