0,1,2
Care Staff ·Day Care Staff ·Domiciliary Care Staff HealthCareWorker Residential CareStaff,·Known-CommunityHealth Care ·Known-OtherPrivate Sector Known-OtherPublic Sector Known-Other Voluntary Sector Known -Police Known-Primary Health Care Known-Regulator ·Known-Relative/Family,Not Recorded
