Maturity,Currency Nominal in currency  EUR equivalent
,"20/01/2035 EUR 2,000,000,000 2,000,000,000"
,"03/04/2040 EUR 1,000,000,000 1,000,000,000"
,"30/09/2030 EUR 1,500,000,000 1,500,000,000"
,"16/01/2030 USD 1,000,000,000 970,873,786"
,"22/10/2028 GBP 300,000,000 358,980,495"
