In thousands of euros  Assets Liabilities,30 Jun 25.Assets Liabilities,30 Jun 25.Notional /  Outstandings,30 Jun 25.Notes  Notional /  Outstandings
"Interest rate derivatives 3,226 27 890,207 2,261 53 147,610",,,
"Foreign exchange derivatives 217,075 84,382 4,276,423 5,653 418,280 4,818,727",,,
"Hedging derivatives of non-SPPI loans/securities 60,327 10,602 761,726 25,886 63,044 986,768",,,
"Loans and securities that do not meet SPPI criteria 1.2 3,588,266 - 3,356,313 4,705,926",,,"- 4,616,075"
CVA/DVA/FVA 36 258 - 57 246 -,,,
,,,"Total 3,868,930 95,270 9,284,669 4,739,783 481,623 10,569,179"
