In thousands of euros  Notes,30 Jun 25.On-demand At maturity,31 Dec 24.On-demand At maturity,31 Dec 24.
"Debt securities 5.1 4,031,971 - 3,148,432",,,
"Loans and receivables due from credit institutions 5.2 932,054 11,704,952 1,213,880 12,089,460",,,
"Loans and receivables due from customers 5.2 40,372,689 - 40,468,886",,,
,,"Total 932,054 56,109,612 1,213,880 55,706,778",
