"30 Jun 25 31 Dec 24
In thousands of euros On-demand At maturity On-demand At maturity",,
"Government paper and equivalent
Bonds and other securities","- 390,412
- 3,657,784","- 403,641
- 2,765,293"
Total,"- 4,048,195","- 3,168,934"
Impairment,"- (16,224)","- (20,502)"
Total,"- 4,031,971","- 3,148,432"
