In thousands of euros,30 Jun 25 31 Dec 24,
,Carrying amounts Carrying amounts,
,Assets Liabilities Notional Assets Liabilities Notional,
Fair value hedging,,
"Interest rate derivatives
Interest rate and foreign exchange derivatives (cross-
currency swaps)","1,962,645 3,186,879 68,356,561
623,383 972,521 18,428,917","2,167,792 3,215,969 64,901,275
1,173,631 446,771 20,612,415"
Total,"2,586,028 4,159,400 86,785,478","3,341,422 3,662,740 85,513,690"
