In thousands of euros,30 Jun 25 30 Jun 24,
Other administrative expenses,,
"Taxes
of which application of IFRIC 21
Outside services
Rebilled expenses","(12,479)
(6,285)
(73,397)
(1,466)","(11,192)
(4,736)
(77,468)
697"
Total,"(87,341)","(87,964)"
