In percentage of ownership 30 Jun 25 31 Dec 24,,
Fully consolidated companies,,
"Soderag
Proparco
Sogefom
Fisea
Expertise France","100.00
85.21
58.69
100.00
100.00","100.00
85.21
58.69
100.00
100.00"
,,
"Companies accounted for by the equity
method",,
"Société Immobilière de Nouvelle Calédonie
Banque Socredo","50.00
35.00","50.00
35.00"
