"30 Jun 25 31 Dec 24
In thousands of euros Level 1 Level 2 Level 3 Total Level 1 Level 2 Level 3 Total",,
Assets/Liabilities,,
"Equity instruments at fair value through profit and loss
Debt securities that do not meet SPPI criteria
Financial assets recorded through equity
Hedging derivatives (Assets)
Financial liabilities at fair value through profit or loss
Hedging derivatives (Liabilities)
Derivatives","- - 1,737,065 1,737,065
772,431 - 1,078,770 1,851,201
2,622,660 - 811,946 3,434,606
- 2,586,028 - 2,586,028
- 90,875 4,395 95,270
- 4,159,400 - 4,159,400
- 274,020 6,644 280,664","- - 1,878,196 1,878,196
1,638,364 - 1,189,366 2,827,730
1,422,216 - 851,653 2,273,869
- 3,341,422 - 3,341,422
- 476,042 5,581 481,623
- 3,662,740 - 3,662,740
- 27,020 6,837 33,856"
