In thousands of euros,"Less than From 3 months From 1 year to More than
3 months to 1 year 5 years 5 years 30 Jun 25",
Maturity of debt securities in issue,,
"Bonds 82,725 6,990,428 21,266,695 24,010,173
Interbank market securities 1,363,492 649,475 - -",,"52,350,022
2,012,968"
"Total 1,446,217 7,639,903 21,266,695 24,010,173",,"54,362,989"
,,
In thousands of euros,"Less than From 3 months From 1 year to More than
3 months to 1 year 5 years 5 years 31 Dec 24",
Maturity of debt securities in issue,,
"Bonds 3,511,179 4,021,111 23,709,486 21,414,363
Interbank market securities 683,635 125,576 - -",,"52,656,140
809,211"
"Total 4,194,814 4,146,687 23,709,486 21,414,363",,"53,465,351"
