In thousands of euros,30 Jun 25 30 Jun 24,
"Net income
Corporate tax
Pre-tax income
Total theoretical income tax expense (A)
Total matching items (B)
Net recorded tax expense (A) + (B)","148,511
(7,874)
156,385
14,717
(22,590)
(7,874)","236,284
(653)
236,937
(7,647)
6,994
(653)"
