In thousands of euros,"Less than From 3 months From 1 year to More than
3 months to 1 year 5 years 5 years 30 Jun 25",
Fair value hedging,,
"Interest rate derivatives 222,776 2,439,008 18,732,059 46,962,718
Interest rate and foreign exchange derivatives (cross-
88,006 5,697,931 8,496,750 4,146,231
currency swaps)",,"68,356,561
18,428,917"
"Total 310,782 8,136,939 27,228,808 51,108,948",,"86,785,478"
,,
In thousands of euros,"Less than From 3 months From 1 year to More than
3 months to 1 year 5 years 5 years 31 Dec 24",
Fair value hedging,,
"Interest rate derivatives 1,914,853 1,886,267 16,097,576 45,002,579
Interest rate and foreign exchange derivatives (cross-
1,869,223 2,386,251 11,600,215 4,756,726
currency swaps)",,"64,901,275
20,612,415"
"Total 3,784,077 4,272,518 27,697,791 49,759,304",,"85,513,690"
