"Foreign
exchange and
In thousands of euros 31 Dec 24 Provisions Reversals other items 30 Jun 25",
"Credit institutions (146,998) (3,677) 24,568 3,142
of which stage 1 (36,653) (2,833) 4,074
of which stage 2 (44,810) (780) 10,010
of which stage 3 (65,534) (64) 10,484 3,142
Credit to customers (1,580,876) (250,594) 62,869 15,134
of which calibration of the reserve account (930,187) (125,943) 8,352
of which stage 1 (112,886) (2,240) 11,236
of which stage 2 (406,212) (124,821) 8,264
of which stage 3 (1,061,778) (123,533) 43,370 15,134
Bonds and other securities (20,502) (548) 4,222 603
of which stage 1 (6,907) (108) 1,782","(122,965)
(35,412)
(35,580)
(51,973)
(1,753,467)
(1,047,779)
(103,891)
(522,769)
(1,126,807)
(16,224)
(5,234)"
"of which stage 2 - - -
of which stage 3 (13,594) (439) 2,440 603
Other receivables (13,133) - - 1,072","-
(10,991)
(12,061)"
"Total (1,761,508) (254,819) 91,659 19,952","(1,904,717)"
