,Carer Known-Secondary Health Care Known-Social Care Manager/Assessor Known-Unrelated Individual,
Other Other-Professional Other-Social Care Staff,Service Provider ·Service Provider-Private Sector Service Provider-Public Sector,Unknown Unknown-Community Health Care Unknown- Individual/Stranger
